W.G. Num: 00,Timestamp,Pressure [mbar],Temp [deg C],Battery [VDC]
2025/9/16,8:29:43:039,1002.50,25.87
2025/9/16,8:29:45:062,1002.50,25.87
2025/9/16,8:29:46:063,1002.50,25.87
2025/9/16,8:29:47:066,1002.80,25.87
2025/9/16,8:29:48:066,1002.50,25.87
2025/9/16,8:29:49:065,1002.50,25.87
2025/9/16,8:29:50:068,1002.80,25.87
2025/9/16,8:29:51:067,1002.70,25.87
2025/9/16,8:29:52:068,1002.60,25.87
2025/9/16,8:29:53:067,1002.60,25.88
2025/9/16,8:29:54:072,1002.40,25.87
2025/9/16,8:29:55:074,1002.40,25.88
2025/9/16,8:30:05:061,1002.60,25.88
2025/9/16,8:30:07:041,1002.50,25.88
2025/9/16,8:30:08:041,1002.50,25.88
2025/9/16,8:30:09:043,1002.50,25.88
2025/9/16,8:30:09:169,1002.70,25.89
2025/9/16,8:30:12:041,1002.60,25.88
2025/9/16,8:30:13:040,1002.50,25.88
2025/9/16,8:30:14:043,1002.70,25.89
2025/9/16,8:30:15:043,1002.50,25.89
2025/9/16,8:30:15:165,1002.40,25.89
2025/9/16,8:30:17:409,1002.40,25.90
2025/9/16,8:30:29:824,1002.60,25.90
2025/9/16,8:30:31:506,1002.50,25.90
2025/9/16,8:30:32:508,1002.60,25.90
2025/9/16,8:30:33:508,1002.70,25.90
2025/9/16,8:30:33:636,1002.50,25.90
2025/9/16,8:30:36:512,1002.50,25.90
2025/9/16,8:30:37:512,1002.40,25.91
2025/9/16,8:30:38:512,1002.50,25.90
2025/9/16,8:30:39:514,1002.60,25.91
2025/9/16,8:30:39:654,1002.60,25.90
2025/9/16,8:30:41:426,1002.60,25.91
2025/9/16,8:30:54:825,1002.60,25.91
2025/9/16,8:30:56:471,1002.70,25.91
2025/9/16,8:30:57:473,1002.70,25.92
2025/9/16,8:30:58:475,1002.70,25.91
2025/9/16,8:30:58:594,1002.60,25.92
2025/9/16,8:31:01:477,1002.70,25.92
2025/9/16,8:31:02:477,1002.80,25.92
2025/9/16,8:31:03:477,1002.70,25.92
2025/9/16,8:31:04:479,1002.50,25.93
2025/9/16,8:31:04:607,1002.80,25.92
2025/9/16,8:31:06:405,1002.60,25.93
2025/9/16,8:31:19:824,1002.60,25.93
2025/9/16,8:31:21:506,1002.50,25.93
2025/9/16,8:31:22:508,1002.60,25.94
2025/9/16,8:31:23:508,1002.50,25.94
2025/9/16,8:31:23:650,1002.80,25.94
2025/9/16,8:31:26:510,1002.60,25.94
2025/9/16,8:31:27:512,1002.60,25.94
2025/9/16,8:31:28:510,1002.50,25.95
2025/9/16,8:31:29:514,1002.50,25.94
2025/9/16,8:31:29:642,1002.40,25.94
2025/9/16,8:31:31:423,1002.70,25.95
2025/9/16,8:31:44:825,1002.70,25.95
2025/9/16,8:31:46:488,1002.50,25.95
2025/9/16,8:31:47:487,1002.60,25.95
2025/9/16,8:31:48:487,1002.50,25.96
2025/9/16,8:31:48:630,1002.60,25.96
2025/9/16,8:31:51:492,1002.50,25.96
2025/9/16,8:31:52:491,1002.70,25.96
2025/9/16,8:31:53:494,1002.70,25.96
2025/9/16,8:31:54:493,1002.60,25.96
2025/9/16,8:31:54:613,1002.50,25.96
2025/9/16,8:31:56:432,1002.70,25.96
2025/9/16,8:32:09:825,1002.60,25.96
2025/9/16,8:32:11:487,1002.60,25.96
2025/9/16,8:32:12:488,1002.50,25.96
2025/9/16,8:32:13:487,1002.50,25.96
2025/9/16,8:32:13:613,1002.80,25.96
2025/9/16,8:32:16:491,1002.60,25.97
2025/9/16,8:32:17:492,1002.70,25.97
2025/9/16,8:32:18:491,1002.60,25.97
2025/9/16,8:32:19:494,1002.50,25.97
2025/9/16,8:32:19:613,1002.70,25.97
2025/9/16,8:32:21:406,1002.50,25.98
2025/9/16,8:32:34:824,1002.50,25.98
2025/9/16,8:32:36:512,1002.60,25.98
2025/9/16,8:32:37:516,1002.60,25.98
2025/9/16,8:32:38:516,1002.50,25.98
2025/9/16,8:32:38:640,1002.70,25.98
2025/9/16,8:32:41:518,1002.60,25.98
2025/9/16,8:32:42:518,1002.70,25.98
2025/9/16,8:32:43:519,1002.60,25.98
2025/9/16,8:32:44:522,1002.60,25.99
2025/9/16,8:32:44:664,1002.40,25.98
2025/9/16,8:32:46:403,1002.40,25.99
2025/9/16,8:32:59:824,1002.50,25.99
2025/9/16,8:33:01:492,1002.80,25.99
2025/9/16,8:33:02:493,1002.40,25.99
2025/9/16,8:33:03:496,1002.70,25.99
2025/9/16,8:33:03:616,1002.70,26.00
2025/9/16,8:33:06:496,1002.50,26.00
2025/9/16,8:33:07:498,1002.60,26.00
2025/9/16,8:33:08:498,1002.50,26.00
2025/9/16,8:33:09:499,1002.40,26.00
2025/9/16,8:33:09:627,1002.50,26.00
