W.G. Num: 00,Timestamp,Pressure [mbar],Temp [deg C],Battery [VDC]
2025/9/15,9:27:31:35,1009.30,26.13
2025/9/15,9:27:31:99,1009.10,26.14
2025/9/15,9:27:31:160,1009.30,26.15
2025/9/15,9:27:31:223,1009.30,26.15
2025/9/15,9:27:31:285,1009.10,26.17
2025/9/15,9:27:31:348,1009.20,26.17
2025/9/15,9:27:31:410,1009.20,26.17
2025/9/15,9:27:31:473,1009.20,26.18
2025/9/15,9:27:31:537,1009.30,26.18
2025/9/15,9:27:32:61,1009.10,26.19
2025/9/15,9:27:32:125,1009.20,26.19
2025/9/15,9:27:32:186,1009.10,26.20
2025/9/15,9:27:32:250,1009.20,26.20
2025/9/15,9:27:32:311,1009.10,26.20
2025/9/15,9:27:32:375,1009.10,26.20
2025/9/15,9:27:32:436,1009.20,26.20
2025/9/15,9:27:32:500,1009.20,26.20
2025/9/15,9:27:32:561,1008.90,26.21
2025/9/15,9:27:32:624,1009.20,26.21
2025/9/15,9:27:32:686,1009.20,26.21
2025/9/15,9:27:32:749,1009.10,26.21
2025/9/15,9:27:32:811,1009.10,26.22
2025/9/15,9:27:32:874,1009.20,26.22
2025/9/15,9:27:32:936,1009.30,26.22
2025/9/15,9:27:32:999,1009.10,26.22
2025/9/15,9:27:33:62,1009.20,26.22
2025/9/15,9:27:33:125,1009.20,26.22
2025/9/15,9:27:33:187,1009.30,26.22
2025/9/15,9:27:33:250,1009.10,26.22
2025/9/15,9:27:33:312,1009.10,26.22
2025/9/15,9:27:33:375,1009.40,26.22
2025/9/15,9:27:33:436,1009.30,26.22
2025/9/15,9:27:33:563,1009.00,26.22
2025/9/15,9:27:33:627,1009.10,26.23
2025/9/15,9:27:33:688,1009.00,26.23
2025/9/15,9:27:33:754,1009.20,26.23
2025/9/15,9:27:33:815,1009.40,26.23
2025/9/15,9:27:33:883,1009.20,26.23
2025/9/15,9:27:33:938,1009.20,26.23
2025/9/15,9:27:33:0,1009.20,26.23
2025/9/15,9:27:34:63,1009.30,26.23
2025/9/15,9:27:34:125,1009.20,26.23
2025/9/15,9:27:34:188,1009.20,26.23
2025/9/15,9:27:34:249,1009.20,26.23
2025/9/15,9:27:34:313,1009.30,26.24
2025/9/15,9:27:34:374,1009.10,26.24
2025/9/15,9:27:34:438,1009.40,26.24
2025/9/15,9:27:34:499,1009.30,26.24
2025/9/15,9:27:34:563,1009.30,26.23
2025/9/15,9:27:34:624,1009.00,26.24
2025/9/15,9:27:34:688,1009.10,26.23
2025/9/15,9:27:34:749,1009.20,26.23
2025/9/15,9:27:34:813,1009.10,26.24
2025/9/15,9:27:34:874,1009.20,26.24
2025/9/15,9:27:34:938,1009.30,26.24
2025/9/15,9:27:34:999,1009.10,26.23
2025/9/15,9:27:35:64,1009.00,26.24
2025/9/15,9:27:35:125,1009.10,26.23
2025/9/15,9:27:35:188,1009.10,26.24
2025/9/15,9:27:35:250,1009.20,26.24
2025/9/15,9:27:35:313,1009.30,26.24
2025/9/15,9:27:35:375,1009.10,26.24
2025/9/15,9:27:35:438,1009.10,26.24
2025/9/15,9:27:35:500,1009.10,26.24
2025/9/15,9:27:35:627,1009.20,26.24
2025/9/15,9:27:35:688,1009.20,26.24
2025/9/15,9:27:35:756,1009.20,26.24
2025/9/15,9:27:35:817,1009.20,26.24
2025/9/15,9:27:35:879,1009.20,26.24
2025/9/15,9:27:35:946,1009.20,26.24
2025/9/15,9:27:35:2,1009.20,26.25
2025/9/15,9:27:36:61,1009.10,26.24
2025/9/15,9:27:36:124,1009.10,26.24
2025/9/15,9:27:36:186,1009.20,26.24
2025/9/15,9:27:36:249,1009.00,26.25
2025/9/15,9:27:36:311,1009.10,26.24
2025/9/15,9:27:36:374,1009.00,26.25
2025/9/15,9:27:36:436,1009.30,26.25
2025/9/15,9:27:36:499,1009.20,26.25
2025/9/15,9:27:36:561,1009.00,26.25
2025/9/15,9:27:36:624,1009.00,26.25
2025/9/15,9:27:36:686,1009.10,26.25
2025/9/15,9:27:36:749,1009.10,26.25
2025/9/15,9:27:36:811,1009.20,26.25
2025/9/15,9:27:36:874,1009.20,26.25
2025/9/15,9:27:36:935,1009.10,26.25
2025/9/15,9:27:36:999,1009.10,26.25
2025/9/15,9:27:37:61,1009.40,26.25
2025/9/15,9:27:37:125,1009.10,26.25
2025/9/15,9:27:37:186,1009.10,26.24
2025/9/15,9:27:37:250,1009.20,26.25
2025/9/15,9:27:37:313,1009.10,26.25
2025/9/15,9:27:37:375,1009.10,26.25
2025/9/15,9:27:37:438,1009.20,26.25
2025/9/15,9:27:37:500,1009.50,26.25
2025/9/15,9:27:37:563,1009.20,26.25
2025/9/15,9:27:37:688,1009.20,26.25
2025/9/15,9:27:37:750,1008.90,26.25
2025/9/15,9:27:37:817,1009.00,26.25
2025/9/15,9:27:37:879,1009.40,26.25
2025/9/15,9:27:37:940,1009.10,26.25
2025/9/15,9:27:37:12,1009.20,26.25
2025/9/15,9:27:38:51,1009.20,26.25
2025/9/15,9:27:38:112,1009.20,26.25
2025/9/15,9:27:38:176,1009.30,26.26
2025/9/15,9:27:38:237,1009.10,26.25
2025/9/15,9:27:38:301,1009.10,26.25
2025/9/15,9:27:38:362,1009.30,26.26
2025/9/15,9:27:38:426,1009.20,26.25
2025/9/15,9:27:38:487,1009.20,26.25
2025/9/15,9:27:38:551,1009.20,26.25
2025/9/15,9:27:38:612,1009.20,26.25
2025/9/15,9:27:38:676,1009.20,26.25
2025/9/15,9:27:38:737,1009.20,26.26
2025/9/15,9:27:38:800,1009.20,26.26
2025/9/15,9:27:38:862,1009.20,26.25
2025/9/15,9:27:38:925,1009.10,26.25
2025/9/15,9:27:38:987,1009.20,26.25
2025/9/15,9:27:39:61,1009.20,26.26
2025/9/15,9:27:39:125,1009.10,26.25
2025/9/15,9:27:39:186,1009.20,26.26
2025/9/15,9:27:39:250,1009.20,26.26
2025/9/15,9:27:39:311,1009.10,26.25
2025/9/15,9:27:39:375,1009.20,26.26
2025/9/15,9:27:39:436,1009.00,26.25
2025/9/15,9:27:39:500,1009.10,26.25
2025/9/15,9:27:39:561,1009.30,26.25
2025/9/15,9:27:39:624,1009.20,26.25
2025/9/15,9:27:39:749,1009.20,26.26
2025/9/15,9:27:39:811,1009.00,26.26
2025/9/15,9:27:39:878,1009.00,26.26
2025/9/15,9:27:39:940,1009.20,26.26
2025/9/15,9:27:39:999,1009.10,26.25
2025/9/15,9:27:39:69,1009.20,26.26
2025/9/15,9:27:40:55,1009.10,26.26
2025/9/15,9:27:40:117,1009.20,26.26
2025/9/15,9:27:40:180,1009.20,26.26
2025/9/15,9:27:40:242,1009.10,26.26
2025/9/15,9:27:40:305,1009.20,26.26
2025/9/15,9:27:40:367,1009.20,26.26
2025/9/15,9:27:40:430,1009.10,26.26
2025/9/15,9:27:40:491,1009.20,26.26
2025/9/15,9:27:40:555,1009.10,26.26
2025/9/15,9:27:40:616,1009.20,26.26
2025/9/15,9:27:40:680,1009.20,26.26
2025/9/15,9:27:40:743,1009.20,26.26
2025/9/15,9:27:40:805,1009.20,26.26
2025/9/15,9:27:40:868,1009.20,26.26
